Field,Activity,RowID,Activity Description,Reporting Name,Operation Seq,Department Code,Long Description,Required / Std Spec
G1,PUCE-M02-02,11419,Job for Mechanic  Vacuum Pump EDWARDS Model SHR2300 - 2 Monthly Service,- 2 Monthly Service,210,MECH,"Regrease pump bearings(not more than 26cc)/NLGI Grade 2 consistency, Lithium complex base, high performance grease. Eg. Castrol Spheerol B2",
G1,PUCE-M02-02,11420,Job for Mechanic  Vacuum Pump EDWARDS Model SHR2300 - 2 Monthly Service,- 2 Monthly Service,220,MECH,Inspect coupling membrane for signs of fatigue or wear. Retorque or preserve the coupling if necessary.,
G1,PUCE-M02-02,11421,Job for Mechanic  Vacuum Pump EDWARDS Model SHR2300 - 2 Monthly Service,- 2 Monthly Service,230,MECH,Ensure the pump can be freely turned by hand.,
G1,PUCE-M02-02,11422,Job for Mechanic  Vacuum Pump EDWARDS Model SHR2300 - 2 Monthly Service,- 2 Monthly Service,240,MECH,Raise a separate Corrective Work Order to report any defect or when repair and on-condition action is required or been made.,
G1,PUCE-M02-02,11423,Job for Mechanic  Vacuum Pump EDWARDS Model SHR2300 - 2 Monthly Service,- 2 Monthly Service,250,MECH,Close workpermit,
G1,PUCE-M03-01,11424,Job for Mechanic GOULDS Closed drain booster pump 3-monthly service,,10,MECH,Open workpermit/JSA,
G1,PUCE-M03-01,11425,Job for Mechanic GOULDS Closed drain booster pump 3-monthly service,,20,MECH,Verify pump's operating performance with operator and check SCADA. Record pump status & report to Maintenance Foreman and Offshore Planner if pump's performance is unsatisfactory,
G1,PUCE-M03-01,11426,Job for Mechanic GOULDS Closed drain booster pump 3-monthly service,,30,MECH,Check operating pump's bearing housing temperature with infrared temperature gun and record. If higher than 80degC report to Maintenance Foreman and Offshore Planner,80degC max
G1,PUCE-M03-01,11427,Job for Mechanic GOULDS Closed drain booster pump 3-monthly service,,40,MECH,After shutting down pump,
G1,PUCE-M03-01,11428,Job for Mechanic GOULDS Closed drain booster pump 3-monthly service,,50,MECH,Visual inspection of the pump for leaks and clean pump,
G1,PUCE-M03-01,11429,Job for Mechanic GOULDS Closed drain booster pump 3-monthly service,,60,MECH,Replace lubrication oil in bearing housing(Shell Tellus 68_,3 M Task
G1,PUCE-M03-01,11430,Job for Mechanic GOULDS Closed drain booster pump 3-monthly service,,70,MECH,Check pump mounting bolts and tighten if loosening,
G1,PUCE-M03-01,11431,Job for Mechanic GOULDS Closed drain booster pump 3-monthly service,,80,MECH,"Check flexible coupling for cracking and replace if necessary, then check alignment of pump and motor",
G1,PUCE-M03-01,11432,Job for Mechanic GOULDS Closed drain booster pump 3-monthly service,,90,MECH,After re-starting pump,
G1,PUCE-M03-01,11433,Job for Mechanic GOULDS Closed drain booster pump 3-monthly service,,100,MECH,Carry out vibration monitoring using SKF tool and report to Maintenance Foreman & Offshore Planner is yellow or red,monthly task
G1,PUCE-M03-01,11434,Job for Mechanic GOULDS Closed drain booster pump 3-monthly service,,110,MECH,After shutting down pump,monthly task
G1,PUCE-M03-01,11435,Job for Mechanic GOULDS Closed drain booster pump 3-monthly service,,120,MECH,Check for leaks and replace seals if necessary,monthly task
G1,PUCE-M03-01,11436,Job for Mechanic GOULDS Closed drain booster pump 3-monthly service,,130,MECH,Clean suction strainer,monthly task
G1,PUCE-M03-01,11437,Job for Mechanic GOULDS Closed drain booster pump 3-monthly service,,140,MECH,After re-starting pump,monthly task
G1,PUCE-M03-01,11438,Job for Mechanic GOULDS Closed drain booster pump 3-monthly service,,150,MECH,Close workpermit,
G1,PUCE-M03-02,11439,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,10,MECH,Open work permit/JSA,
G1,PUCE-M03-02,11440,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,20,MECH,Initiate all relevant inhibits and overrides,
G1,PUCE-M03-02,11441,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,30,MECH,"Before commencing work, record how many times the pump runs everyday and average duration of each cycle.",
G1,PUCE-M03-02,11442,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,40,MECH,"If the pump is running , conduct the following",
G1,PUCE-M03-02,11443,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,50,MECH,check the heat tracing is operational,
G1,PUCE-M03-02,11444,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,60,MECH,Heat tracing may have to be isolated and insulation removed before inspection can be carried out.,
G1,PUCE-M03-02,11445,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,70,MECH,Carry out a general visual inspection on flange & pump for leaks(especially shaft seal) or damage before stoppping it.,
G1,PUCE-M03-02,11446,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,80,MECH,Check bearing teamperature (Use thermoscan and Recorde maximum temp in checksheet form),
G1,PUCE-M03-02,11447,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,90,MECH,Check pump & bearing unusual noise (Use ultrasonic tool (Recode dB in checksheet form),
G1,PUCE-M03-02,11448,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,100,MECH,"Check pump vibration (Record overall vibration in checksheet form, If overall vibration value is more than standard limit , then request to check vibration spectrum)",
G1,PUCE-M03-02,11449,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,110,MECH,Note down the Pressure differential across the inlet strainer PDIT 5210A/B.,
G1,PUCE-M03-02,11450,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,120,MECH,Confirm that the motor is not overheating.,
G1,PUCE-M03-02,11451,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,130,MECH,Record the operating parameters for the pump.,
G1,PUCE-M03-02,11452,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,140,MECH,Suction & Discharge pressure,
G1,PUCE-M03-02,11453,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,150,MECH,Amperage & temperature & Flowrate,
G1,PUCE-M03-02,11454,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,160,MECH,Ensure the process and pump is ready for stoppage.,
G1,PUCE-M03-02,11455,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,170,MECH,"When the pump is stopped, conduct another visual inspection on pump and coupling.",
G1,PUCE-M03-02,11456,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,180,MECH,"If possible, rotate the pump by hand & check for smoothness.",
G1,PUCE-M03-02,11457,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,190,MECH,"Isolate, remove , clean, inspect & re-instate strainer if required.",
G1,PUCE-M03-02,11458,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,200,MECH,"If pump is not running, conduct your pre-startup inspection then line the pump for operation.",
G1,PUCE-M03-02,11459,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,210,MECH,Start pump motor and check that the starting sequence is correct and runs at normal operating speed and condition.,
G1,PUCE-M03-02,11460,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,220,MECH,Carry out a general visual inspection for leaks on centrifugal pump. If any leaks repair or replace as necessary,
G1,PUCE-M03-02,11461,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,230,MECH,"When stabilised, record alll parameters including PDIT 5210A/B",
G1,PUCE-M03-02,11462,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,240,MECH,"After leak test is completed and parameters are within acceptable limits,  shut the pump motor down or put it back to normal mode.",
G1,PUCE-M03-02,11463,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,250,MECH,Raise a separate Corrective Work Order to report any defect or when repair and on-condition action is required or been made,
G1,PUCE-M03-02,11464,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,260,MECH,Ensure that the equipment and surrounding area is clean and tidy on completion work.,
G1,PUCE-M03-02,11465,Job for Mechanic Close Drain Pump GRUNDFOS Type CRN10-20 K-FGJ-G-V-HQQV -3 Monthly Service,-3 Monthly Service,270,MECH,Close workpermit,
G1,PUCE-M03-03,11466,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,10,MECH,Open work permit/JSA,
G1,PUCE-M03-03,11467,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,20,MECH,Initiate all relevant inhibits and overrides,
G1,PUCE-M03-03,11468,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,30,MECH,"Electrical, Mechanical and Process isolation must be done after completion of pre shutdown checks.",
G1,PUCE-M03-03,11469,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,40,MECH,Pre Shutdown Checks,
G1,PUCE-M03-03,11470,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,50,MECH,Check unit history since inspection and note items requiring attention.,
G1,PUCE-M03-03,11471,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,60,MECH,"Whilst unit is in operation, record the following: Temperatures at Volute Casing, Bearing Housing , shaft seal @ casing cover & motor; pressures at maximum load available and check vibration figures. Note any abnormal noise & deviation from normal operating conditions.",
G1,PUCE-M03-03,11472,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,70,MECH,"Check differential pressure across suction strainer, remove and clean if higher than specification.",
G1,PUCE-M03-03,11473,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,80,MECH,Check for any leaks.,
G1,PUCE-M03-03,11474,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,90,MECH,"Stop the motor, ensure the pump runs down smoothly.",
G1,PUCE-M03-03,11475,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,100,MECH,"Isolate the electrical, mechanical and process system then lock out.",
G1,PUCE-M03-03,11476,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,110,MECH,"Display a ""DO NOT OPERATE"" sign on start panel.",
G1,PUCE-M03-03,11477,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,120,MECH,Pump Assembly,
G1,PUCE-M03-03,11478,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,130,MECH,Check skid mounted pump for looseness / deck welding cracks. Check pump holding down bolts for security.,
G1,PUCE-M03-03,11479,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,140,MECH,Check mechanical seals for leaks.,
G1,PUCE-M03-03,11480,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,150,MECH,"In between oil change, check oil level in oiler glass, take oil sample for analysis, clean sight glass and refill if required. Perform bearing oil change ; First oil change 100 hrs (5 days); Next change 6 months @ 75degC or 1 year at 65degC. (Clean & flush bearing housing before filling new oil). Use HYDRAULIC, SAE20, OMEGA 612",
G1,PUCE-M03-03,11481,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,160,MECH,Check seal barrier on both DE and NDE side.,
G1,PUCE-M03-03,11482,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,170,MECH,Motor/Pump Coupling,
G1,PUCE-M03-03,11483,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,180,MECH,"Remove coupling guard for coupling inspection. Check membrane flexible plates for breakage or deformity, replace if found defected. Clean and preserve the coupling with anti-seize or grease if found rusty and corroded.",
G1,PUCE-M03-03,11484,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,190,MECH,Perform pump alignment check if high vibration has been detected and exceeded specification.,
G1,PUCE-M03-03,11485,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,200,MECH,"Quarterly check the tightness of critical fasteners, such as foundation screws and pump & motor fasteners onto the baseplate.",
G1,PUCE-M03-03,11486,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,210,MECH,Ensure the pump can be freely turned by hand.,
G1,PUCE-M03-03,11487,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,220,MECH,Clean up pump skid and working area.,
G1,PUCE-M03-03,11488,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,230,MECH,Pre Start Checks (de isolate),
G1,PUCE-M03-03,11489,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,240,MECH,Fully open suction valve and fill the pump and prime the system.,
G1,PUCE-M03-03,11490,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,250,MECH,Fully open discharge valve.,
G1,PUCE-M03-03,11491,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,260,MECH,"Remove ""DO NOT OPERATE"" sign and put isolating switch to the ""ON"" position then Start and run the pump.",
G1,PUCE-M03-03,11492,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,270,MECH,Allow the unit to come reach normal & stable operating condition.,
G1,PUCE-M03-03,11493,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,280,MECH,Check for leaks and unusual noises.,
G1,PUCE-M03-03,11494,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,290,MECH,Record same data as noted down before shutting down.,
G1,PUCE-M03-03,11495,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,300,MECH,Check and record vibration levels.,
G1,PUCE-M03-03,11496,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,310,MECH,"If a malfunction is found, raise a corrective work order for trouble shooting & re-calibration",
G1,PUCE-M03-03,11497,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,320,MECH,Confirm conditions are normalised and remove all inhibits/overrrides,
G1,PUCE-M03-03,11498,Job for Fire Water  Jockey Pump - 3 Monthly Service,-3 MONTHLY SERVICE,330,MECH,Close work permit,
G1,PUCE-M03-08,11499,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,10,MECH,Obtain work permit/JSA,
G1,PUCE-M03-08,11500,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,20,MECH,Inspection,
G1,PUCE-M03-08,11501,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,30,MECH,"If pump is on duty, record the following data before shutting down or collect data during test run:",
G1,PUCE-M03-08,11502,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,40,MECH,Record the following,
G1,PUCE-M03-08,11503,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,50,MECH,Pump discharge pressure(43.5psi),
G1,PUCE-M03-08,11504,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,60,MECH,Estimated Flowrate (sum of FI5710A/B/C & FI5711) = 1.2 m3/hr,
G1,PUCE-M03-08,11505,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,70,MECH,Pump flow setting (calculated from markings),
G1,PUCE-M03-08,11506,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,80,MECH,Motor Temperature,
G1,PUCE-M03-08,11507,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,90,MECH,Pump/oil Temperature,
G1,PUCE-M03-08,11508,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,100,MECH,Vibration data,
G1,PUCE-M03-08,11509,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,110,MECH,Check for any leaks and unusual noise,
G1,PUCE-M03-08,11510,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,120,MECH,"Observe discharge pressure ripple during each stroke. If ripple is prominent, check accumulator.",
G1,PUCE-M03-08,11511,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,130,MECH,With the Motor shutdown & isolated conduct the following:,
G1,PUCE-M03-08,11512,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,140,MECH,Pump Assembly,
G1,PUCE-M03-08,11513,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,150,MECH,Check pump mounting  for looseness  and cracks.,
G1,PUCE-M03-08,11514,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,160,MECH,Check  seals for signs of leaks,
G1,PUCE-M03-08,11515,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,170,MECH,Check oil level. Replenish if necessary and investigate cause of depletion.,
G1,PUCE-M03-08,11516,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,180,MECH,Raise a separate Corrective Work Order to report any defect or when repair and on-condition action is required or been made.,
G1,PUCE-M03-08,11517,Job for Milton Roy Pump Model PKG100L90P2/EN.9.78.VVI.Z - 3 Monthly Service,- 3 Monthly Service,190,MECH,Close workpermit,
G1,PUCE-M03-09,11518,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,10,MECH,Open workpermit/JSA,
G1,PUCE-M03-09,11519,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,20,MECH,Check the level and condition of the oil through the sight glass on the bearing frame,
G1,PUCE-M03-09,11520,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,30,MECH,Check bearing teamperature (Recorde in checksheet form),
G1,PUCE-M03-09,11521,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,40,MECH,Check pump & bearing unusual noise use ultrasonic tool (Recode dB in checksheet form),
G1,PUCE-M03-09,11522,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,50,MECH,Check pump vibration (Record in checksheet form and send to analyze),
G1,PUCE-M03-09,11523,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,60,MECH,Inspect discharge pressure,
G1,PUCE-M03-09,11524,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,70,MECH,Clean suction strainer & cyclone,
G1,PUCE-M03-09,11525,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,80,MECH,"Check foundation bolts & tighten if necessary, and check for corrosion",
G1,PUCE-M03-09,11526,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,90,MECH,"Change oil use Oil, HYDRAULIC, SAE20, OMEGA 612",
G1,PUCE-M03-09,11527,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,100,MECH,Check the seal chamber and stuffing box for leaks,
G1,PUCE-M03-09,11528,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,110,MECH,Check mechanical seal leak,
G1,PUCE-M03-09,11529,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,120,MECH,"Check mechanical seal if the pump has been left idle, and replace as required",
G1,PUCE-M03-09,11530,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,130,MECH,Adjust or replace the packing in the stuffing box if you notice excessive leaking,
G1,PUCE-M03-09,11531,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,140,MECH,"Check coupling for correct alignment, wear and cracking",
G1,PUCE-M03-09,11532,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,150,MECH,After re-starting:,
G1,PUCE-M03-09,11533,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,160,MECH,"Check for noises, knocks, vibration or any loose parts, rectify or report before leaving",
G1,PUCE-M03-09,11534,Job for Mechanic Goulds Pump - 3 Monthly service,- 3 Monthly Service,170,MECH,Close workpermit,
G1,PUCE-M03-10,11535,Job for LPWD pump (Goulds pump) 3700LX 2000 hr/3M service,- 3 Monthly Service,10,MECH,Obtain work permit/JSA,
G1,PUCE-M03-10,11536,Job for LPWD pump (Goulds pump) 3700LX 2000 hr/3M service,- 3 Monthly Service,20,MECH,Inspection,
G1,PUCE-M03-10,11537,Job for LPWD pump (Goulds pump) 3700LX 2000 hr/3M service,- 3 Monthly Service,30,MECH,"If pump is on duty, record the following data before shutting down or collect data during test run:",
G1,PUCE-M03-10,11538,Job for LPWD pump (Goulds pump) 3700LX 2000 hr/3M service,- 3 Monthly Service,40,MECH,Record the following,
G1,PUCE-M03-10,11539,Job for LPWD pump (Goulds pump) 3700LX 2000 hr/3M service,- 3 Monthly Service,50,MECH,Motor Temperature,
G1,PUCE-M03-10,11540,Job for LPWD pump (Goulds pump) 3700LX 2000 hr/3M service,- 3 Monthly Service,60,MECH,"Remove, inspect and clean suction strainer.",
G1,PUCE-M03-10,11541,Job for LPWD pump (Goulds pump) 3700LX 2000 hr/3M service,- 3 Monthly Service,70,MECH,Check for any leaks and unusual noise,
G1,PUCE-M03-10,11542,Job for LPWD pump (Goulds pump) 3700LX 2000 hr/3M service,- 3 Monthly Service,80,MECH,With the Motor shutdown & isolated conduct the following:,
G1,PUCE-M03-10,11543,Job for LPWD pump (Goulds pump) 3700LX 2000 hr/3M service,- 3 Monthly Service,90,MECH,Pump Assembly,
G1,PUCE-M03-10,11544,Job for LPWD pump (Goulds pump) 3700LX 2000 hr/3M service,- 3 Monthly Service,100,MECH,Check pump mounting  for looseness  and cracks.,
G1,PUCE-M03-10,11545,Job for LPWD pump (Goulds pump) 3700LX 2000 hr/3M service,- 3 Monthly Service,110,MECH,Check mechanical seals for leaks,
G1,PUCE-M03-10,11546,Job for LPWD pump (Goulds pump) 3700LX 2000 hr/3M service,- 3 Monthly Service,120,MECH,Check oil level. Replenish if necessary.,
G1,PUCE-M03-10,11547,Job for LPWD pump (Goulds pump) 3700LX 2000 hr/3M service,- 3 Monthly Service,130,MECH,"Inspect coupling, preserve the coupling when necessary.",
G1,PUCE-M03-10,11548,Job for LPWD pump (Goulds pump) 3700LX 2000 hr/3M service,- 3 Monthly Service,140,MECH,Ensure the pump can be freely turned by hand.,
G1,PUCE-M03-10,11549,Job for LPWD pump (Goulds pump) 3700LX 2000 hr/3M service,- 3 Monthly Service,150,MECH,Raise a separate Corrective Work Order to report any defect or when repair and on-condition action is required or been made.,
G1,PUCE-M03-10,11550,Job for LPWD pump (Goulds pump) 3700LX 2000 hr/3M service,- 3 Monthly Service,160,MECH,Close workpermit,
G1,PUCE-M03-11,11551,Job for Mechanic Goulds Booster Pump - 3M Preservation,- 3M Preservation,10,MECH,Open workpermit/JSA,
G1,PUCE-M03-11,11552,Job for Mechanic Goulds Booster Pump - 3M Preservation,- 3M Preservation,20,MECH,Check strainer/ Filter fifferentail pressure,
G1,PUCE-M03-11,11553,Job for Mechanic Goulds Booster Pump - 3M Preservation,- 3M Preservation,30,MECH,Record readings for all indicating instruments(identifies gradual changes in readings over time and may help to identify a developing in pumpset operation),
G1,PUCE-M03-11,11554,Job for Mechanic Goulds Booster Pump - 3M Preservation,- 3M Preservation,40,MECH,Check seal system fluid level - Replenish as required. Record the replenishment amount to identify excessive fluid loss/consumption,
G1,PUCE-M03-11,11555,Job for Mechanic Goulds Booster Pump - 3M Preservation,- 3M Preservation,50,MECH,Check mechanical seal leak,
G1,PUCE-M03-11,11556,Job for Mechanic Goulds Booster Pump - 3M Preservation,- 3M Preservation,60,MECH,Check the security of coupling guards,
G1,PUCE-M03-11,11557,Job for Mechanic Goulds Booster Pump - 3M Preservation,- 3M Preservation,70,MECH,Hand rotate the shaft and check if there is any unsmooth rotation,
G1,PUCE-M03-11,11558,Job for Mechanic Goulds Booster Pump - 3M Preservation,- 3M Preservation,80,MECH,"Check oil level and replenish if required. Use oil grade OIL,HYDRAULIC, SAE20, OMEGA 612 UNIVERSAL",
G1,PUCE-M03-11,11559,Job for Mechanic Goulds Booster Pump - 3M Preservation,- 3M Preservation,90,MECH,"Check foundation bolts & tighten if necessary, and check for corrosion. Tighten if needed.",
G1,PUCE-M03-11,11560,Job for Mechanic Goulds Booster Pump - 3M Preservation,- 3M Preservation,100,MECH,Check the security of all holding down bolts,
G1,PUCE-M03-11,11561,Job for Mechanic Goulds Booster Pump - 3M Preservation,- 3M Preservation,110,MECH,Close workpermit,
G1,PUCE-M03-12,11562,Job for Mechanic Pump Sulzer Model MSD2 (BB3) - 3 Monthly Service,- 3 Monthly Service,10,MECH,Open work permit/JSA,
G1,PUCE-M03-12,11563,Job for Mechanic Pump Sulzer Model MSD2 (BB3) - 3 Monthly Service,- 3 Monthly Service,20,MECH,Check pump & bearing unusual noise use ultrasonic tool (Recode dB in checksheet form),
G1,PUCE-M03-12,11564,Job for Mechanic Pump Sulzer Model MSD2 (BB3) - 3 Monthly Service,- 3 Monthly Service,30,MECH,"Check level and condition of the oil in the constant level oilers (DE /NDE), change and top up as necessary (ISO VG46, if not available use Omega 612 SAE 10)",
G1,PUCE-M03-12,11565,Job for Mechanic Pump Sulzer Model MSD2 (BB3) - 3 Monthly Service,- 3 Monthly Service,40,MECH,Check Mechanical seal temperature and leakage. Check entire seal system for leakage and other damage (DE / NDE),
G1,PUCE-M03-12,11566,Job for Mechanic Pump Sulzer Model MSD2 (BB3) - 3 Monthly Service,- 3 Monthly Service,50,MECH,"Check if Barrier fluid pressure, refill Barrier fluid by Hand pump (DE / NDE)",
